instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_group,temp_group
4801,2011-07-23,Fall,2011,July,22,0,Saturday,0,1,32.800000000000004,38.635000000000005,59.0,12.998000000000001,37,88,125,Afternoon,Hot
4802,2011-07-23,Fall,2011,July,23,0,Saturday,0,1,32.800000000000004,38.635000000000005,59.0,7.0015,27,77,104,Afternoon,Hot
4803,2011-07-24,Fall,2011,July,0,0,Sunday,0,1,32.800000000000004,38.635000000000005,59.0,7.0015,42,77,119,Evening,Hot
4804,2011-07-24,Fall,2011,July,1,0,Sunday,0,1,31.98,37.88,66.0,7.0015,33,63,96,Evening,Hot
4805,2011-07-24,Fall,2011,July,2,0,Sunday,0,1,32.800000000000004,39.395,63.0,6.0032,12,48,60,Evening,Hot
4806,2011-07-24,Fall,2011,July,3,0,Sunday,0,1,32.800000000000004,39.395,63.0,6.0032,17,20,37,Evening,Hot
4807,2011-07-24,Fall,2011,July,4,0,Sunday,0,1,31.98,37.88,66.0,7.0015,1,5,6,Evening,Hot
4808,2011-07-24,Fall,2011,July,5,0,Sunday,0,1,31.98,37.88,66.0,6.0032,5,3,8,Morning,Hot
4809,2011-07-24,Fall,2011,July,6,0,Sunday,0,2,32.800000000000004,39.395,63.0,6.0032,9,13,22,Morning,Hot
4810,2011-07-24,Fall,2011,July,7,0,Sunday,0,1,32.800000000000004,38.635000000000005,59.0,8.9981,6,29,35,Morning,Hot
4811,2011-07-24,Fall,2011,July,8,0,Sunday,0,1,33.62,39.395,56.00000000000001,19.0012,22,82,104,Morning,Hot
4812,2011-07-24,Fall,2011,July,9,0,Sunday,0,1,33.62,39.395,56.00000000000001,26.0027,42,112,154,Morning,Hot
4813,2011-07-24,Fall,2011,July,10,0,Sunday,0,1,35.26,40.910000000000004,50.0,22.0028,61,165,226,Morning,Hot
4814,2011-07-24,Fall,2011,July,11,0,Sunday,0,1,34.44,40.150000000000006,53.0,16.997899999999998,74,169,243,Afternoon,Hot
4815,2011-07-24,Fall,2011,July,12,0,Sunday,0,1,36.9,43.18,45.0,11.0014,85,161,246,Afternoon,Hot
4816,2011-07-24,Fall,2011,July,13,0,Sunday,0,1,35.26,40.150000000000006,47.0,15.001299999999999,90,162,252,Afternoon,Hot
4817,2011-07-24,Fall,2011,July,14,0,Sunday,0,1,35.26,40.910000000000004,50.0,19.0012,79,204,283,Afternoon,Hot
4818,2011-07-24,Fall,2011,July,15,0,Sunday,0,1,36.9,42.425000000000004,42.0,16.997899999999998,68,170,238,Afternoon,Hot
4819,2011-07-24,Fall,2011,July,16,0,Sunday,0,1,36.9,42.425000000000004,42.0,16.997899999999998,62,187,249,Afternoon,Hot
4820,2011-07-24,Fall,2011,July,17,0,Sunday,0,1,36.9,41.665,39.0,7.0015,75,174,249,Afternoon,Hot
4821,2011-07-24,Fall,2011,July,18,0,Sunday,0,1,36.08,40.910000000000004,42.0,11.0014,67,176,243,Afternoon,Hot
4822,2011-07-24,Fall,2011,July,19,0,Sunday,0,1,35.26,40.150000000000006,47.0,11.0014,70,170,240,Afternoon,Hot
4823,2011-07-24,Fall,2011,July,20,0,Sunday,0,1,34.44,39.395,49.0,11.0014,52,143,195,Afternoon,Hot
4824,2011-07-24,Fall,2011,July,21,0,Sunday,0,1,32.800000000000004,39.395,63.0,8.9981,42,111,153,Afternoon,Hot
4825,2011-07-24,Fall,2011,July,22,0,Sunday,0,1,31.98,37.88,66.0,0.0,23,75,98,Afternoon,Hot
4826,2011-07-24,Fall,2011,July,23,0,Sunday,0,2,31.16,36.364999999999995,70.0,6.0032,13,37,50,Afternoon,Hot
4827,2011-07-25,Fall,2011,July,0,0,Monday,1,2,31.16,36.364999999999995,70.0,0.0,17,17,34,Evening,Hot
4828,2011-07-25,Fall,2011,July,1,0,Monday,1,2,31.16,37.12,75.0,6.0032,4,8,12,Evening,Hot
4829,2011-07-25,Fall,2011,July,2,0,Monday,1,2,30.34,35.605,79.0,6.0032,3,3,6,Evening,Hot
4830,2011-07-25,Fall,2011,July,3,0,Monday,1,1,30.34,35.605,79.0,0.0,2,2,4,Evening,Hot
4831,2011-07-25,Fall,2011,July,4,0,Monday,1,1,29.52,35.605,84.0,6.0032,0,6,6,Evening,Hot
4832,2011-07-25,Fall,2011,July,5,0,Monday,1,1,29.52,35.605,84.0,6.0032,2,22,24,Morning,Hot
4833,2011-07-25,Fall,2011,July,6,0,Monday,1,2,29.52,35.605,84.0,6.0032,7,100,107,Morning,Hot
4834,2011-07-25,Fall,2011,July,7,0,Monday,1,2,30.34,35.605,79.0,0.0,20,257,277,Morning,Hot
4835,2011-07-25,Fall,2011,July,8,0,Monday,1,2,31.16,37.12,75.0,0.0,34,353,387,Morning,Hot
4836,2011-07-25,Fall,2011,July,9,0,Monday,1,1,32.800000000000004,40.150000000000006,66.0,0.0,11,124,135,Morning,Hot
4837,2011-07-25,Fall,2011,July,10,0,Monday,1,1,33.62,40.150000000000006,59.0,0.0,30,54,84,Morning,Hot
4838,2011-07-25,Fall,2011,July,11,0,Monday,1,2,34.44,41.665,59.0,12.998000000000001,24,83,107,Afternoon,Hot
4839,2011-07-25,Fall,2011,July,12,0,Monday,1,2,34.44,41.665,59.0,12.998000000000001,17,50,67,Afternoon,Hot
4840,2011-07-25,Fall,2011,July,13,0,Monday,1,2,30.34,35.605,74.0,8.9981,14,64,78,Afternoon,Hot
4841,2011-07-25,Fall,2011,July,14,0,Monday,1,2,29.52,34.849999999999994,79.0,12.998000000000001,28,62,90,Afternoon,Hot
4842,2011-07-25,Fall,2011,July,15,0,Monday,1,1,28.7,33.335,84.0,26.0027,16,96,112,Afternoon,Hot
4843,2011-07-25,Fall,2011,July,16,0,Monday,1,1,28.7,33.335,84.0,15.001299999999999,37,161,198,Afternoon,Hot
4844,2011-07-25,Fall,2011,July,17,0,Monday,1,1,29.52,34.849999999999994,74.0,0.0,48,437,485,Afternoon,Hot
4845,2011-07-25,Fall,2011,July,18,0,Monday,1,1,30.34,35.605,74.0,6.0032,60,473,533,Afternoon,Hot
4846,2011-07-25,Fall,2011,July,19,0,Monday,1,1,30.34,34.849999999999994,70.0,6.0032,62,324,386,Afternoon,Hot
4847,2011-07-25,Fall,2011,July,20,0,Monday,1,1,29.52,34.849999999999994,74.0,8.9981,55,247,302,Afternoon,Hot
4848,2011-07-25,Fall,2011,July,21,0,Monday,1,1,28.7,33.335,84.0,0.0,41,153,194,Afternoon,Hot
4849,2011-07-25,Fall,2011,July,22,0,Monday,1,1,28.7,33.335,84.0,0.0,13,112,125,Afternoon,Hot
4850,2011-07-25,Fall,2011,July,23,0,Monday,1,1,28.7,33.335,84.0,6.0032,23,64,87,Afternoon,Hot
4851,2011-07-26,Fall,2011,July,0,0,Tuesday,1,1,28.7,33.335,79.0,7.0015,8,20,28,Evening,Hot
4852,2011-07-26,Fall,2011,July,1,0,Tuesday,1,1,28.7,33.335,79.0,7.0015,6,6,12,Evening,Hot
4853,2011-07-26,Fall,2011,July,2,0,Tuesday,1,1,27.880000000000003,31.819999999999997,89.0,7.0015,1,6,7,Evening,Hot
4854,2011-07-26,Fall,2011,July,3,0,Tuesday,1,1,27.880000000000003,31.819999999999997,89.0,8.9981,2,2,4,Evening,Hot
4855,2011-07-26,Fall,2011,July,4,0,Tuesday,1,1,27.880000000000003,31.819999999999997,88.0,11.0014,0,6,6,Evening,Hot
4856,2011-07-26,Fall,2011,July,5,0,Tuesday,1,1,27.060000000000002,29.544999999999998,89.0,6.0032,3,24,27,Morning,Hot
4857,2011-07-26,Fall,2011,July,6,0,Tuesday,1,1,27.880000000000003,31.819999999999997,83.0,15.001299999999999,2,108,110,Morning,Hot
4858,2011-07-26,Fall,2011,July,7,0,Tuesday,1,1,29.52,34.089999999999996,66.0,19.0012,30,288,318,Morning,Hot
4859,2011-07-26,Fall,2011,July,8,0,Tuesday,1,1,30.34,34.089999999999996,55.00000000000001,12.998000000000001,32,392,424,Morning,Hot
4860,2011-07-26,Fall,2011,July,9,0,Tuesday,1,1,31.16,34.089999999999996,40.0,15.001299999999999,25,162,187,Morning,Hot
4861,2011-07-26,Fall,2011,July,10,0,Tuesday,1,1,32.800000000000004,34.849999999999994,31.0,15.001299999999999,42,96,138,Morning,Hot
4862,2011-07-26,Fall,2011,July,11,0,Tuesday,1,1,33.62,35.605,30.0,0.0,49,102,151,Afternoon,Hot
4863,2011-07-26,Fall,2011,July,12,0,Tuesday,1,1,34.44,36.364999999999995,28.000000000000004,0.0,25,122,147,Afternoon,Hot
4864,2011-07-26,Fall,2011,July,13,0,Tuesday,1,1,34.44,36.364999999999995,32.0,19.999499999999998,43,139,182,Afternoon,Hot
4865,2011-07-26,Fall,2011,July,14,0,Tuesday,1,1,35.26,37.12,30.0,19.0012,46,101,147,Afternoon,Hot
4866,2011-07-26,Fall,2011,July,15,0,Tuesday,1,1,36.08,37.88,28.000000000000004,22.0028,49,114,163,Afternoon,Hot
4867,2011-07-26,Fall,2011,July,16,0,Tuesday,1,1,35.26,37.88,36.0,19.0012,41,213,254,Afternoon,Hot
4868,2011-07-26,Fall,2011,July,17,0,Tuesday,1,1,35.26,37.88,36.0,23.9994,72,465,537,Afternoon,Hot
4869,2011-07-26,Fall,2011,July,18,0,Tuesday,1,1,34.44,37.12,39.0,26.0027,68,478,546,Afternoon,Hot
4870,2011-07-26,Fall,2011,July,19,0,Tuesday,1,1,33.62,37.12,43.0,19.999499999999998,69,329,398,Afternoon,Hot
4871,2011-07-26,Fall,2011,July,20,0,Tuesday,1,1,32.800000000000004,36.364999999999995,46.0,16.997899999999998,47,243,290,Afternoon,Hot
4872,2011-07-26,Fall,2011,July,21,0,Tuesday,1,1,31.98,35.605,49.0,15.001299999999999,45,222,267,Afternoon,Hot
4873,2011-07-26,Fall,2011,July,22,0,Tuesday,1,1,31.16,34.849999999999994,55.00000000000001,8.9981,27,131,158,Afternoon,Hot
4874,2011-07-26,Fall,2011,July,23,0,Tuesday,1,1,31.16,35.605,57.99999999999999,7.0015,18,71,89,Afternoon,Hot
4875,2011-07-27,Fall,2011,July,0,0,Wednesday,1,2,31.98,35.605,52.0,11.0014,19,26,45,Evening,Hot
4876,2011-07-27,Fall,2011,July,1,0,Wednesday,1,1,31.98,35.605,49.0,12.998000000000001,1,9,10,Evening,Hot
4877,2011-07-27,Fall,2011,July,2,0,Wednesday,1,1,31.16,34.849999999999994,52.0,19.999499999999998,1,5,6,Evening,Hot
4878,2011-07-27,Fall,2011,July,3,0,Wednesday,1,1,29.52,33.335,57.99999999999999,11.0014,0,4,4,Evening,Hot
4879,2011-07-27,Fall,2011,July,4,0,Wednesday,1,1,29.52,33.335,51.0,12.998000000000001,1,3,4,Evening,Hot
4880,2011-07-27,Fall,2011,July,5,0,Wednesday,1,1,28.7,32.574999999999996,54.0,19.0012,0,18,18,Morning,Hot
4881,2011-07-27,Fall,2011,July,6,0,Wednesday,1,1,28.7,32.574999999999996,54.0,15.001299999999999,4,119,123,Morning,Hot
4882,2011-07-27,Fall,2011,July,7,0,Wednesday,1,1,29.52,33.335,48.0,16.997899999999998,34,313,347,Morning,Hot
4883,2011-07-27,Fall,2011,July,8,0,Wednesday,1,1,30.34,33.335,42.0,16.997899999999998,28,405,433,Morning,Hot
4884,2011-07-27,Fall,2011,July,9,0,Wednesday,1,1,31.16,33.335,35.0,16.997899999999998,27,189,216,Morning,Hot
4885,2011-07-27,Fall,2011,July,10,0,Wednesday,1,1,31.98,34.089999999999996,33.0,0.0,32,82,114,Morning,Hot
4886,2011-07-27,Fall,2011,July,11,0,Wednesday,1,1,32.800000000000004,34.849999999999994,31.0,0.0,42,94,136,Afternoon,Hot
4887,2011-07-27,Fall,2011,July,12,0,Wednesday,1,1,33.62,35.605,30.0,19.0012,37,132,169,Afternoon,Hot
4888,2011-07-27,Fall,2011,July,13,0,Wednesday,1,1,34.44,36.364999999999995,30.0,23.9994,29,151,180,Afternoon,Hot
4889,2011-07-27,Fall,2011,July,14,0,Wednesday,1,1,34.44,36.364999999999995,28.000000000000004,15.001299999999999,20,107,127,Afternoon,Hot
4890,2011-07-27,Fall,2011,July,15,0,Wednesday,1,1,35.26,37.12,26.0,16.997899999999998,37,103,140,Afternoon,Hot
4891,2011-07-27,Fall,2011,July,16,0,Wednesday,1,1,35.26,36.364999999999995,25.0,11.0014,40,228,268,Afternoon,Hot
4892,2011-07-27,Fall,2011,July,17,0,Wednesday,1,1,34.44,35.605,26.0,15.001299999999999,81,491,572,Afternoon,Hot
4893,2011-07-27,Fall,2011,July,18,0,Wednesday,1,1,33.62,35.605,28.000000000000004,7.0015,78,463,541,Afternoon,Hot
4894,2011-07-27,Fall,2011,July,19,0,Wednesday,1,1,32.800000000000004,34.849999999999994,28.999999999999996,6.0032,87,288,375,Afternoon,Hot
4895,2011-07-27,Fall,2011,July,20,0,Wednesday,1,1,31.16,34.089999999999996,45.0,15.001299999999999,55,239,294,Afternoon,Hot
4896,2011-07-27,Fall,2011,July,21,0,Wednesday,1,1,30.34,33.335,48.0,7.0015,49,196,245,Afternoon,Hot
4897,2011-07-27,Fall,2011,July,22,0,Wednesday,1,1,29.52,33.335,48.0,0.0,37,143,180,Afternoon,Hot
4898,2011-07-27,Fall,2011,July,23,0,Wednesday,1,1,30.34,33.335,45.0,6.0032,16,93,109,Afternoon,Hot
4899,2011-07-28,Fall,2011,July,0,0,Thursday,1,1,28.7,32.574999999999996,51.0,8.9981,14,31,45,Evening,Hot
4900,2011-07-28,Fall,2011,July,1,0,Thursday,1,1,29.52,33.335,51.0,0.0,3,26,29,Evening,Hot
4901,2011-07-28,Fall,2011,July,2,0,Thursday,1,1,29.52,33.335,54.0,7.0015,2,5,7,Evening,Hot
4902,2011-07-28,Fall,2011,July,3,0,Thursday,1,1,29.52,33.335,54.0,0.0,0,5,5,Evening,Hot
4903,2011-07-28,Fall,2011,July,4,0,Thursday,1,1,28.7,32.574999999999996,61.0,7.0015,0,6,6,Evening,Hot
4904,2011-07-28,Fall,2011,July,5,0,Thursday,1,1,28.7,32.574999999999996,65.0,7.0015,1,26,27,Morning,Hot
4905,2011-07-28,Fall,2011,July,6,0,Thursday,1,1,28.7,32.574999999999996,70.0,6.0032,6,110,116,Morning,Hot
4906,2011-07-28,Fall,2011,July,7,0,Thursday,1,1,29.52,34.089999999999996,70.0,11.0014,27,278,305,Morning,Hot
4907,2011-07-28,Fall,2011,July,8,0,Thursday,1,1,30.34,34.849999999999994,66.0,11.0014,47,409,456,Morning,Hot
4908,2011-07-28,Fall,2011,July,9,0,Thursday,1,1,31.98,37.12,59.0,12.998000000000001,21,189,210,Morning,Hot
4909,2011-07-28,Fall,2011,July,10,0,Thursday,1,1,32.800000000000004,37.88,55.00000000000001,19.0012,30,86,116,Morning,Hot
4910,2011-07-28,Fall,2011,July,11,0,Thursday,1,1,34.44,40.910000000000004,56.00000000000001,19.0012,41,113,154,Afternoon,Hot
4911,2011-07-28,Fall,2011,July,12,0,Thursday,1,1,34.44,40.150000000000006,53.0,16.997899999999998,35,151,186,Afternoon,Hot
4912,2011-07-28,Fall,2011,July,13,0,Thursday,1,1,35.26,40.150000000000006,47.0,16.997899999999998,26,126,152,Afternoon,Hot
4913,2011-07-28,Fall,2011,July,14,0,Thursday,1,2,34.44,39.395,49.0,16.997899999999998,27,111,138,Afternoon,Hot
4914,2011-07-28,Fall,2011,July,15,0,Thursday,1,1,35.26,40.910000000000004,50.0,12.998000000000001,22,124,146,Afternoon,Hot
4915,2011-07-28,Fall,2011,July,16,0,Thursday,1,1,35.26,40.150000000000006,47.0,11.0014,42,214,256,Afternoon,Hot
4916,2011-07-28,Fall,2011,July,17,0,Thursday,1,1,34.44,40.150000000000006,53.0,12.998000000000001,45,423,468,Afternoon,Hot
4917,2011-07-28,Fall,2011,July,18,0,Thursday,1,1,34.44,40.910000000000004,56.00000000000001,15.001299999999999,55,428,483,Afternoon,Hot
4918,2011-07-28,Fall,2011,July,19,0,Thursday,1,1,33.62,40.150000000000006,59.0,12.998000000000001,37,285,322,Afternoon,Hot
4919,2011-07-28,Fall,2011,July,20,0,Thursday,1,1,32.800000000000004,39.395,63.0,12.998000000000001,41,229,270,Afternoon,Hot
4920,2011-07-28,Fall,2011,July,21,0,Thursday,1,1,31.98,37.88,66.0,19.0012,31,165,196,Afternoon,Hot
4921,2011-07-28,Fall,2011,July,22,0,Thursday,1,1,31.16,36.364999999999995,70.0,16.997899999999998,25,149,174,Afternoon,Hot
4922,2011-07-28,Fall,2011,July,23,0,Thursday,1,1,31.16,37.12,75.0,12.998000000000001,28,95,123,Afternoon,Hot
4923,2011-07-29,Fall,2011,July,0,0,Friday,1,1,30.34,35.605,79.0,11.0014,12,45,57,Evening,Hot
4924,2011-07-29,Fall,2011,July,1,0,Friday,1,1,30.34,35.605,79.0,8.9981,12,22,34,Evening,Hot
4925,2011-07-29,Fall,2011,July,2,0,Friday,1,1,30.34,35.605,79.0,0.0,3,10,13,Evening,Hot
4926,2011-07-29,Fall,2011,July,3,0,Friday,1,1,30.34,35.605,79.0,0.0,2,9,11,Evening,Hot
4927,2011-07-29,Fall,2011,July,4,0,Friday,1,1,29.52,35.605,84.0,8.9981,2,4,6,Evening,Hot
4928,2011-07-29,Fall,2011,July,5,0,Friday,1,1,29.52,35.605,84.0,0.0,4,23,27,Morning,Hot
4929,2011-07-29,Fall,2011,July,6,0,Friday,1,2,29.52,35.605,84.0,0.0,7,83,90,Morning,Hot
4930,2011-07-29,Fall,2011,July,7,0,Friday,1,2,30.34,35.605,79.0,6.0032,26,228,254,Morning,Hot
4931,2011-07-29,Fall,2011,July,8,0,Friday,1,2,31.16,38.635000000000005,77.0,0.0,30,354,384,Morning,Hot
4932,2011-07-29,Fall,2011,July,9,0,Friday,1,1,35.26,40.150000000000006,47.0,16.997899999999998,28,151,179,Morning,Hot
4933,2011-07-29,Fall,2011,July,10,0,Friday,1,1,36.9,42.425000000000004,42.0,19.0012,37,69,106,Morning,Hot
4934,2011-07-29,Fall,2011,July,11,0,Friday,1,1,37.72,43.94,40.0,19.999499999999998,43,118,161,Afternoon,Hot
4935,2011-07-29,Fall,2011,July,12,0,Friday,1,1,39.36,43.18,31.0,19.0012,40,95,135,Afternoon,Hot
4936,2011-07-29,Fall,2011,July,13,0,Friday,1,1,38.54,41.665,31.0,0.0,42,114,156,Afternoon,Hot
4937,2011-07-29,Fall,2011,July,14,0,Friday,1,1,39.36,43.18,30.0,15.001299999999999,34,114,148,Afternoon,Hot
4938,2011-07-29,Fall,2011,July,15,0,Friday,1,1,39.36,43.18,30.0,16.997899999999998,40,129,169,Afternoon,Hot
4939,2011-07-29,Fall,2011,July,16,0,Friday,1,1,39.36,43.18,30.0,26.0027,35,198,233,Afternoon,Hot
4940,2011-07-29,Fall,2011,July,17,0,Friday,1,1,39.36,43.18,30.0,19.999499999999998,47,374,421,Afternoon,Hot
4941,2011-07-29,Fall,2011,July,18,0,Friday,1,1,37.72,43.18,37.0,22.0028,49,313,362,Afternoon,Hot
4942,2011-07-29,Fall,2011,July,19,0,Friday,1,1,36.9,42.425000000000004,42.0,15.001299999999999,22,219,241,Afternoon,Hot
4943,2011-07-29,Fall,2011,July,20,0,Friday,1,1,35.26,39.395,41.0,22.0028,53,153,206,Afternoon,Hot
4944,2011-07-29,Fall,2011,July,21,0,Friday,1,1,33.62,37.88,46.0,11.0014,29,134,163,Afternoon,Hot
4945,2011-07-29,Fall,2011,July,22,0,Friday,1,1,32.800000000000004,37.12,49.0,15.001299999999999,47,127,174,Afternoon,Hot
4946,2011-07-29,Fall,2011,July,23,0,Friday,1,1,31.98,35.605,52.0,7.0015,26,90,116,Afternoon,Hot
4947,2011-07-30,Fall,2011,July,0,0,Saturday,0,1,31.16,34.849999999999994,55.00000000000001,12.998000000000001,60,73,133,Evening,Hot
4948,2011-07-30,Fall,2011,July,1,0,Saturday,0,1,31.16,34.849999999999994,55.00000000000001,6.0032,15,75,90,Evening,Hot
4949,2011-07-30,Fall,2011,July,2,0,Saturday,0,1,31.16,34.849999999999994,55.00000000000001,7.0015,11,31,42,Evening,Hot
4950,2011-07-30,Fall,2011,July,3,0,Saturday,0,1,30.34,34.089999999999996,62.0,11.0014,18,25,43,Evening,Hot
4951,2011-07-30,Fall,2011,July,4,0,Saturday,0,1,29.52,34.089999999999996,66.0,11.0014,4,6,10,Evening,Hot
4952,2011-07-30,Fall,2011,July,5,0,Saturday,0,1,29.52,34.089999999999996,70.0,19.0012,4,9,13,Morning,Hot
4953,2011-07-30,Fall,2011,July,6,0,Saturday,0,1,29.52,34.089999999999996,70.0,19.999499999999998,6,18,24,Morning,Hot
4954,2011-07-30,Fall,2011,July,7,0,Saturday,0,1,31.16,36.364999999999995,66.0,12.998000000000001,3,39,42,Morning,Hot
4955,2011-07-30,Fall,2011,July,8,0,Saturday,0,1,31.98,37.12,59.0,15.001299999999999,27,87,114,Morning,Hot
4956,2011-07-30,Fall,2011,July,9,0,Saturday,0,1,33.62,37.88,46.0,19.999499999999998,49,125,174,Morning,Hot
4957,2011-07-30,Fall,2011,July,10,0,Saturday,0,1,33.62,37.12,41.0,19.999499999999998,79,182,261,Morning,Hot
4958,2011-07-30,Fall,2011,July,11,0,Saturday,0,1,34.44,37.12,36.0,12.998000000000001,111,206,317,Afternoon,Hot
4959,2011-07-30,Fall,2011,July,12,0,Saturday,0,1,34.44,36.364999999999995,32.0,11.0014,111,230,341,Afternoon,Hot
4960,2011-07-30,Fall,2011,July,13,0,Saturday,0,1,36.08,37.88,28.999999999999996,0.0,125,183,308,Afternoon,Hot
4961,2011-07-30,Fall,2011,July,14,0,Saturday,0,1,36.9,39.395,28.999999999999996,0.0,112,193,305,Afternoon,Hot
4962,2011-07-30,Fall,2011,July,15,0,Saturday,0,1,36.9,40.150000000000006,31.0,8.9981,113,189,302,Afternoon,Hot
4963,2011-07-30,Fall,2011,July,16,0,Saturday,0,1,36.9,39.395,27.0,15.001299999999999,126,176,302,Afternoon,Hot
4964,2011-07-30,Fall,2011,July,17,0,Saturday,0,1,36.9,39.395,28.999999999999996,7.0015,93,209,302,Afternoon,Hot
4965,2011-07-30,Fall,2011,July,18,0,Saturday,0,1,36.08,37.88,28.000000000000004,12.998000000000001,92,207,299,Afternoon,Hot
4966,2011-07-30,Fall,2011,July,19,0,Saturday,0,1,30.34,32.574999999999996,33.0,15.001299999999999,101,155,256,Afternoon,Hot
4967,2011-07-30,Fall,2011,July,20,0,Saturday,0,1,33.62,37.12,43.0,8.9981,74,132,206,Afternoon,Hot
4968,2011-07-30,Fall,2011,July,21,0,Saturday,0,1,32.800000000000004,37.12,49.0,11.0014,82,123,205,Afternoon,Hot
4969,2011-07-30,Fall,2011,July,22,0,Saturday,0,1,31.98,35.605,52.0,7.0015,80,129,209,Afternoon,Hot
4970,2011-07-30,Fall,2011,July,23,0,Saturday,0,1,31.16,34.849999999999994,55.00000000000001,6.0032,63,114,177,Afternoon,Hot
4971,2011-07-31,Fall,2011,July,0,0,Sunday,0,1,31.16,34.849999999999994,55.00000000000001,6.0032,33,80,113,Evening,Hot
4972,2011-07-31,Fall,2011,July,1,0,Sunday,0,1,30.34,34.089999999999996,62.0,6.0032,8,71,79,Evening,Hot
4973,2011-07-31,Fall,2011,July,2,0,Sunday,0,1,30.34,34.849999999999994,66.0,6.0032,19,48,67,Evening,Hot
4974,2011-07-31,Fall,2011,July,3,0,Sunday,0,1,30.34,34.849999999999994,66.0,0.0,24,26,50,Evening,Hot
4975,2011-07-31,Fall,2011,July,4,0,Sunday,0,1,29.52,34.089999999999996,70.0,0.0,6,7,13,Evening,Hot
4976,2011-07-31,Fall,2011,July,5,0,Sunday,0,1,29.52,34.089999999999996,69.0,0.0,4,4,8,Morning,Hot
4977,2011-07-31,Fall,2011,July,6,0,Sunday,0,1,30.34,34.849999999999994,70.0,0.0,5,8,13,Morning,Hot
4978,2011-07-31,Fall,2011,July,7,0,Sunday,0,1,30.34,34.089999999999996,57.99999999999999,8.9981,19,26,45,Morning,Hot
4979,2011-07-31,Fall,2011,July,8,0,Sunday,0,1,31.16,34.849999999999994,55.00000000000001,15.001299999999999,54,88,142,Morning,Hot
4980,2011-07-31,Fall,2011,July,9,0,Sunday,0,1,32.800000000000004,37.12,49.0,0.0,55,128,183,Morning,Hot
4981,2011-07-31,Fall,2011,July,10,0,Sunday,0,1,34.44,37.12,36.0,11.0014,91,163,254,Morning,Hot
4982,2011-07-31,Fall,2011,July,11,0,Sunday,0,1,35.26,37.12,28.000000000000004,11.0014,112,163,275,Afternoon,Hot
4983,2011-07-31,Fall,2011,July,12,0,Sunday,0,1,36.9,38.635000000000005,25.0,12.998000000000001,146,192,338,Afternoon,Hot
4984,2011-07-31,Fall,2011,July,13,0,Sunday,0,1,36.9,38.635000000000005,24.0,8.9981,142,152,294,Afternoon,Hot
4985,2011-07-31,Fall,2011,July,14,0,Sunday,0,1,36.9,38.635000000000005,24.0,11.0014,130,196,326,Afternoon,Hot
4986,2011-07-31,Fall,2011,July,15,0,Sunday,0,1,37.72,38.635000000000005,18.0,19.999499999999998,109,184,293,Afternoon,Hot
4987,2011-07-31,Fall,2011,July,16,0,Sunday,0,1,37.72,38.635000000000005,17.0,19.0012,98,208,306,Afternoon,Hot
4988,2011-07-31,Fall,2011,July,17,0,Sunday,0,1,37.72,38.635000000000005,16.0,11.0014,114,206,320,Afternoon,Hot
4989,2011-07-31,Fall,2011,July,18,0,Sunday,0,1,35.26,39.395,41.0,19.0012,91,213,304,Afternoon,Hot
4990,2011-07-31,Fall,2011,July,19,0,Sunday,0,1,32.800000000000004,37.88,55.00000000000001,22.0028,87,187,274,Afternoon,Hot
4991,2011-07-31,Fall,2011,July,20,0,Sunday,0,1,32.800000000000004,37.88,55.00000000000001,22.0028,70,205,275,Afternoon,Hot
4992,2011-07-31,Fall,2011,July,21,0,Sunday,0,1,31.98,37.12,59.0,19.999499999999998,68,96,164,Afternoon,Hot
4993,2011-07-31,Fall,2011,July,22,0,Sunday,0,1,30.34,34.849999999999994,70.0,19.999499999999998,25,71,96,Afternoon,Hot
4994,2011-07-31,Fall,2011,July,23,0,Sunday,0,1,30.34,34.849999999999994,66.0,15.001299999999999,14,56,70,Afternoon,Hot
4995,2011-08-01,Fall,2011,August,0,0,Monday,1,1,29.52,34.089999999999996,70.0,15.001299999999999,7,22,29,Evening,Hot
4996,2011-08-01,Fall,2011,August,1,0,Monday,1,1,29.52,34.849999999999994,74.0,12.998000000000001,5,12,17,Evening,Hot
4997,2011-08-01,Fall,2011,August,2,0,Monday,1,1,28.7,33.335,74.0,7.0015,4,7,11,Evening,Hot
4998,2011-08-01,Fall,2011,August,3,0,Monday,1,1,28.7,33.335,79.0,11.0014,0,4,4,Evening,Hot
4999,2011-08-01,Fall,2011,August,4,0,Monday,1,1,27.060000000000002,30.305,83.0,8.9981,2,2,4,Evening,Hot
5000,2011-08-01,Fall,2011,August,5,0,Monday,1,1,27.060000000000002,30.305,83.0,7.0015,2,24,26,Morning,Hot
5001,2011-08-01,Fall,2011,August,6,0,Monday,1,1,27.060000000000002,30.305,83.0,6.0032,3,97,100,Morning,Hot
5002,2011-08-01,Fall,2011,August,7,0,Monday,1,1,30.34,34.089999999999996,62.0,0.0,24,258,282,Morning,Hot
5003,2011-08-01,Fall,2011,August,8,0,Monday,1,1,32.800000000000004,36.364999999999995,43.0,12.998000000000001,35,347,382,Morning,Hot
5004,2011-08-01,Fall,2011,August,9,0,Monday,1,1,33.62,37.12,41.0,0.0,27,139,166,Morning,Hot
5005,2011-08-01,Fall,2011,August,10,0,Monday,1,1,35.26,37.88,36.0,11.0014,27,70,97,Morning,Hot
